x,y
1.4086428577641197,54.94580823828764
3.5142252555005915,60.75595097520418
3.971057327669847,53.55737689675401
4.928888877442262,59.450116008501354
5.5565383381841915,49.09508292181674
5.636940130906543,58.59545748055376
5.757959492800058,58.39048802255296
6.032263856248066,68.63793371760961
6.065519232097715,52.99542183881539
6.195299839718604,72.68070063242459
7.4036185173993685,82.71352988667218
7.698815416359473,47.777306749127405
9.551678859392354,77.18661657032266
11.756337676296202,84.98429077341333
16.30139650177609,82.74898134874032
17.408748097162686,87.80827728990246
18.06764148878095,92.03353379720473
19.18657983629434,93.06988281308912
19.24424890463531,93.09606768065352
20.174889438974574,81.65969659023921
20.750098636541413,111.3235523755306
21.31081745936608,111.94214782284682
25.026730632605563,101.93051092621133
26.13878991046221,98.06885250708416
28.182153227532503,122.8478165106056
28.82952236818892,113.43297398552274
29.13038273791838,121.33245020421191
29.353345348210212,117.25474466425355
30.068066193690335,129.07874637555867
30.088182679649343,129.1591298677185
30.61344322440842,116.21628995394437
33.11254234929154,115.63646208434915
35.25955678860993,118.79355231931302
35.482327760679965,141.26138041670396
35.61831568627321,123.59536506921543
36.05896836395067,131.47336053049472
37.14599485483245,133.1872472670928
38.677889296455994,142.3012613487989
39.539358721317654,125.5316628726973
39.62043190354599,146.97682253644868
40.64221926673507,152.7802364785062
41.07008150567968,149.45241648407787
41.45488540458414,146.38286325401722
43.00598622271392,154.18836859720125
43.45432780301317,158.2808501836329
44.44225828444951,128.93549231841232
44.834491397398125,177.16190243626244
47.69087509365592,168.35903345165346
48.392855365498875,159.6187670533271
48.74788040291244,163.08537921511385
49.408246949373826,173.51721045198906
51.48890317843215,172.41232823789352
53.88110326789044,159.00780316512208
54.95740860213505,202.5427092587173
54.98395086422359,180.85607550181186
55.690783291785664,193.85960701744358
55.857901764100845,177.1384657559981
56.954373570827386,202.0542671124437
58.97470850401605,194.4027372985613
59.998957468920025,200.08593627016256
62.24102263233282,188.92592065612922
62.663026828450406,212.502717285108
62.95312469253665,207.98568090743584
63.11476832215227,214.49390626881544
63.99359321024459,197.30374810817122
64.65230313406754,200.3552563371542
65.06909531954219,229.20499574374065
66.9244897921855,200.0186172740297
67.17740641811403,209.86627839669046
67.29510869242178,222.87717448783923
68.22438839199697,214.7157818179413
69.51048794136135,222.65470785680017
71.36784641235259,217.28834109701748
72.24863397463405,227.0972804175969
73.32767760048083,212.9211577238008
74.6259430559874,245.68357013055166
75.98748076193463,231.18831337735742
76.18249277850775,226.03620062845008
76.30694453111788,239.80049769500204
78.9967130211452,234.98491337686295
79.36668363138809,227.13745600130386
79.61684728183363,227.61325841842518
81.00239195764945,251.34347222526
82.06261044469073,245.35453068579508
83.28861188841957,248.55565293552257
84.51903172618472,263.62311420260596
84.84208877292288,242.35275496744748
86.82182788416033,251.06560939333656
87.02328216313322,255.00707909970694
87.64425803776466,261.28973518380593
87.90608535233902,260.5528903327078
88.84205925664348,260.35207029204525
89.2310852565401,263.5383405947398
89.48469778680924,263.6902219254304
90.4724450023648,259.93782412015753
93.53876459823077,266.3631051502131
93.58349864388056,277.3455603225527
94.62850527725516,268.19926183545715
95.3949538181928,267.37433657175416
95.57068573539709,276.2467232536961
96.00514524674035,278.8356784305387
101.4476855510537,314.0149205240358
103.60550420907082,286.5585014505085
104.17005537966587,303.60266262936085
106.68382135498669,304.155704697033
107.8523701721358,285.96292062009843
107.99341934350917,305.72594911753515
109.11323128278678,287.2744248808536
110.26856101436896,273.6768386344016
110.57538183888525,306.63857708247906
110.61755119828923,283.05864536391204
112.25099410026766,306.76033871832686
113.32555178774427,296.48544281037215
115.03245564773331,321.627963609632
115.0391682515694,315.72426224472946
118.81791084218813,304.28405280367423
118.95172225409539,302.0733461438086
119.46631866482757,297.32554463388635
122.1549891677999,307.745762844874
124.278898354401,311.4753434025559
124.39858199715708,310.7516465532402
127.09643980167141,318.66347835439507
127.15651456745391,322.94172954474266
127.40564062545188,320.90218519538365
128.63061028372985,310.98917104466545
129.42553063019218,305.0476158921764
130.32498766743623,333.97030614846096
130.75947757968805,313.8649857341887
131.10958613980245,314.58665014045226
131.27616337880775,316.0642702557966
131.5804540386961,303.14975853712957
134.1376135852882,319.3578735448833
136.06280480342065,321.2662466633412
136.10905336681358,332.3126363502487
136.84509966496455,333.82967115603793
138.44380867587955,328.48151756674224
139.07262730944322,338.39111105058623
139.89323185689187,333.2928816949045
140.59536049431048,330.438539378285
143.51109211199642,335.1203737949786
145.68827878038687,333.78174384457293
146.41688419468636,332.46838905435186
147.13764258527013,334.4603072163304
149.2174096495988,327.93729633489875
150.39731457801068,343.20173163117363
153.3956947639368,333.464458654641
155.21373214623426,353.63004478697064
155.46021417919897,342.96562837758944
156.3109818612388,346.80593167773975
156.5544965250215,351.492864287831
156.9744160400099,353.40756069063923
158.66847592587135,332.96224183953683
160.68984090748748,348.6208041458477
160.97376333261667,359.7755524534245
163.46495489906906,336.48389670474654
164.64405117819743,358.516855932148
165.65774097672198,333.1020986827001
169.6263935575527,349.40132512119663
169.98043626197256,360.3667417803744
170.4133683281797,343.84621730496013
170.53018466059456,350.67507728375307
170.730221584378,346.01187150974215
170.98947321037946,377.47082253245503
171.0590311253639,362.7013086802372
171.675571737262,367.34847451578867
172.29757465487364,360.0708236497221
172.78394866685377,359.24963117928183
172.84720032535108,346.68245843884074
173.16857658125028,360.25020295377163
174.3818617907576,356.7669396726414
175.34282068673065,373.922059929654
175.923049855898,377.33406852247373
175.95388044302496,380.61966759876674
176.03530393745064,374.56082333206297
176.4951340660817,360.50859469685184
176.9729929063713,355.8140230467674
177.26182837445197,374.92846019090285
177.6125793815517,371.1755075562746
180.82901282149317,353.14362831472283
181.4536559235138,375.0084738509515
181.9179642383773,380.06316246325594
183.6287168167264,374.21797270854273
184.1897867897688,372.33925007967537
184.66786928515324,366.5913844089897
185.08019906242708,360.6148520667932
185.2906491227631,383.2936286161634
185.36300757525714,372.27186312754003
185.40462869965245,373.06996208421555
186.44352044992905,393.7707323191204
188.6945530773446,385.53956414593654
189.13438106003733,382.8426310728483
191.84175491961707,383.2623729714894
191.97630639825715,397.1762550059149
193.19705976889122,400.3929528430532
193.76823391999685,393.06328503479216
195.63098100050667,391.4532269144859
195.93249763961953,364.9864669275581
195.9602459571401,387.19746509947515
196.89887683958202,385.597807297645
198.0520612478055,388.9915935416612
198.92346093003025,398.35392180325545
200.0300146337003,362.59722540136437
200.22311398910452,384.26225666747723
200.974963977273,392.50405075395304
201.19136088544784,385.0932723623828
203.34496103886903,375.16194666096357
203.8178320495702,397.9260684590539
204.54608973104502,391.85950111225225
206.24648291634458,379.0396577122862
207.74163581100595,391.59984488295703
207.75947702332977,396.663961715832
208.90304664463784,388.27231713406604
209.2286319433691,396.15992164563613
209.28935877817946,388.9247299959807
209.8437825952513,384.0789536544062
211.1665750621099,376.1724798235789
211.32432057705984,386.8758282148719
214.2723898647334,389.088451407511
214.55680991172585,395.84696563352816
214.89816123556966,385.8692930680138
215.0579043577781,391.5625751906543
216.61667984110437,377.03054389444185
217.57628394589216,378.65845165254626
218.9971687272174,385.09667326428763
219.0366088550309,375.6463935891437
219.25674203104734,394.35112996703737
220.55820663677846,390.5196619658304
221.7790738194905,388.43514288002643
221.86523851478626,389.0159935492022
224.59908595516418,405.29061842381515
227.51359615084243,379.80863889016354
229.59757614208957,362.0660719165765
232.270106830265,385.5389806029117
233.44702528495515,382.80455953339225
234.15875288593665,377.99305899770866
235.5458736069413,373.10252668502403
237.51751142479938,378.1046024970186
238.10931100722618,384.191522090733
239.4140501737691,377.08902295882075
239.7475692650171,406.1750229424341
239.76077620571752,372.442800942525
241.85819671382572,373.69718703015815
242.1956876175032,358.674662076354
244.13934591074317,383.68697496806675
246.29796895438054,360.57633993112626
246.63531995827367,375.2783896746002
248.68200876520893,377.50689290135267
249.31453657085711,373.0398130273597
249.7859536643814,397.43153604166883
251.38347224964116,389.66724946322677
253.92260174133835,392.4068484147481
254.40246879667032,370.2953180551668
254.68306659387545,390.3493273263706
256.7410027177833,383.61180891988295
258.657455226505,385.98256844146744
259.15668177696944,388.4630519324338
259.91469777858873,368.92942798469176
260.4378172104643,373.66926034812815
261.00364447404576,386.42523121847535
261.7951966342186,351.0847697434069
262.2863899874841,392.67600282823526
262.9515735949772,382.9410059230804
264.3309591333485,376.67676856672796
264.52060855645584,379.30095484628055
267.53190023462395,366.19426711998545
267.5770065047016,372.98516505316866
268.9639787553189,387.21004763113996
269.00138791210264,389.17994214084166
271.11592192378004,402.7390561408798
275.84478412340206,374.09179651251543
277.6789914877983,367.8786720343903
278.42438803967724,369.17278273266464
278.7888592728642,364.06180939255347
278.85879503765716,373.4496934330601
280.2641993774381,377.77448442463503
282.1295835758439,373.2316604795117
282.41331141194956,384.4808061742681
283.12442355438725,371.0329572756772
283.31171699518006,369.86315007597835
283.4006751148752,367.5071802084217
284.2111771466773,356.8314193083196
284.79564672470445,357.3631934119746
285.8247034550955,361.043480002604
285.8374970915834,385.84678129833094
